seqnames	start	end	width	strand	Conc	Conc_haplotype1	Conc_haplotype2	Fold	pvalue	FDR	new_fdr
chr6	2952572	2953094	523	*	5.29	5.3	5.28	0.01	1.0	1.0	1.0
chr6	2981903	2982725	823	*	4.79	4.85	4.73	0.12	1.0	1.0	1.0
chr6	2987614	2988000	387	*	2.16	3.07	-0.9	3.97	1.0	1.0	1.0
chr6	3399682	3400833	1152	*	4.33	4.16	4.48	-0.32	1.0	1.0	1.0
chr6	3732428	3732966	539	*	4.92	5.11	4.69	0.42	1.0	1.0	1.0
chr6	3742415	3742713	299	*	4.53	4.79	4.21	0.57	1.0	1.0	1.0
chr6	3748067	3748583	517	*	4.11	4.4	3.76	0.63	1.0	1.0	1.0
chr6	3816004	3816975	972	*	4.53	4.47	4.58	-0.11	1.0	1.0	1.0
chr6	3818248	3818694	447	*	2.57	2.78	2.32	0.47	1.0	1.0	1.0
chr6	3819767	3820267	501	*	2.97	3.3	2.55	0.75	1.0	1.0	1.0
chr6	4957609	4958049	441	*	3.35	3.36	3.34	0.02	1.0	1.0	1.0
chr6	5115204	5115433	230	*	3.36	4.23	0.88	3.35	1.0	1.0	1.0
chr6	5996078	5997393	1316	*	4.46	5.19	2.89	2.3	1.0	1.0	1.0
chr6	6315541	6315920	380	*	3.25	3.41	3.06	0.35	1.0	1.0	1.0
chr6	6547033	6547422	390	*	5.16	5.23	5.08	0.15	1.0	1.0	1.0
chr6	6703086	6703515	430	*	2.73	2.55	2.89	-0.34	1.0	1.0	1.0
chr6	6711958	6712390	433	*	2.47	2.42	2.52	-0.11	1.0	1.0	1.0
chr6	6802971	6803556	586	*	3.7	3.74	3.65	0.09	1.0	1.0	1.0
chr6	6803911	6804551	641	*	4.41	4.41	4.41	0.0	1.0	1.0	1.0
chr6	6810149	6810547	399	*	2.29	2.53	1.99	0.54	1.0	1.0	1.0
chr6	8006235	8006511	277	*	3.56	3.65	3.46	0.19	1.0	1.0	1.0
chr6	9412978	9413446	469	*	4.43	4.22	4.61	-0.38	1.0	1.0	1.0
chr6	10465625	10466037	413	*	4.02	4.26	3.74	0.52	1.0	1.0	1.0
chr6	10478562	10478948	387	*	3.58	3.61	3.55	0.06	1.0	1.0	1.0
chr6	10801135	10801848	714	*	3.84	3.96	3.7	0.26	1.0	1.0	1.0
chr6	11172147	11172647	501	*	2.98	2.79	3.15	-0.37	1.0	1.0	1.0
chr6	12349192	12349739	548	*	3.84	3.73	3.95	-0.22	1.0	1.0	1.0
chr6	12365852	12366622	771	*	3.25	3.1	3.38	-0.28	1.0	1.0	1.0
chr6	12603554	12604033	480	*	3.26	3.16	3.37	-0.21	1.0	1.0	1.0
chr6	12785603	12786083	481	*	2.54	2.81	2.2	0.61	1.0	1.0	1.0
chr6	14066774	14067117	344	*	3.8	3.96	3.62	0.34	1.0	1.0	1.0
chr6	14075086	14075438	353	*	3.17	3.13	3.21	-0.08	1.0	1.0	1.0
chr6	15441144	15441658	515	*	4.17	3.92	4.38	-0.46	1.0	1.0	1.0
chr6	15464234	15464534	301	*	2.16	2.33	1.96	0.37	1.0	1.0	1.0
chr6	15893667	15893917	251	*	3.49	3.34	3.63	-0.28	1.0	1.0	1.0
chr6	16510943	16511452	510	*	3.48	3.54	3.43	0.11	1.0	1.0	1.0
chr6	16964905	16965367	463	*	4.48	4.49	4.46	0.03	1.0	1.0	1.0
chr6	17076312	17077833	1522	*	2.19	2.83	0.99	1.84	1.0	1.0	1.0
chr6	17704454	17705622	1169	*	4.8	4.79	4.82	-0.03	1.0	1.0	1.0
chr6	17815139	17815706	568	*	4.3	4.07	4.5	-0.43	1.0	1.0	1.0
chr6	18054641	18055368	728	*	3.31	3.52	3.05	0.47	1.0	1.0	1.0
chr6	18148952	18149485	534	*	2.74	2.88	2.58	0.3	1.0	1.0	1.0
chr6	18185115	18185850	736	*	3.86	3.99	3.71	0.28	1.0	1.0	1.0
chr6	19812407	19812824	418	*	4.38	4.29	4.47	-0.19	1.0	1.0	1.0
chr6	20056461	20056709	249	*	3.33	3.14	3.49	-0.35	1.0	1.0	1.0
chr6	20238455	20240162	1708	*	5.31	5.42	5.19	0.23	1.0	1.0	1.0
chr6	20266233	20266977	745	*	3.3	1.4	4.1	-2.7	1.0	1.0	1.0
chr6	20875398	20875728	331	*	4.46	4.37	4.54	-0.18	1.0	1.0	1.0
chr6	21380986	21381564	579	*	2.98	3.02	2.95	0.07	1.0	1.0	1.0
chr6	23803932	23804730	799	*	4.21	4.47	3.9	0.57	1.0	1.0	1.0
chr6	24430732	24431585	854	*	4.86	5.13	4.53	0.6	1.0	1.0	1.0
chr6	24583256	24583806	551	*	4.43	4.54	4.3	0.24	1.0	1.0	1.0
chr6	24841043	24841773	731	*	1.28	-0.85	2.1	-2.95	1.0	1.0	1.0
chr6	25602358	25602699	342	*	3.92	4.13	3.67	0.47	1.0	1.0	1.0
chr6	26708364	26720385	12022	*	1.23	2.01	-0.53	2.54	1.0	1.0	1.0
chr6	27161836	27162148	313	*	3.23	3.15	3.31	-0.16	1.0	1.0	1.0
chr6	28140173	28142694	2522	*	6.72	6.75	6.69	0.05	1.0	1.0	1.0
chr6	28251537	28252931	1395	*	5.97	5.92	6.03	-0.11	1.0	1.0	1.0
chr6	33570827	33571381	555	*	4.92	5.23	4.54	0.69	1.0	1.0	1.0
chr6	33585598	33586061	464	*	5.45	5.43	5.47	-0.04	1.0	1.0	1.0
chr6	33700452	33700774	323	*	4.43	4.49	4.37	0.12	1.0	1.0	1.0
chr6	33702251	33702692	442	*	3.8	3.24	4.21	-0.97	1.0	1.0	1.0
chr6	33851976	33852287	312	*	3.49	-0.85	4.45	-5.3	1.0	1.0	1.0
chr6	33885737	33886613	877	*	3.12	3.21	3.02	0.2	1.0	1.0	1.0
chr6	34319803	34320542	740	*	4.14	4.19	4.09	0.1	1.0	1.0	1.0
chr6	34465432	34466160	729	*	5.16	5.25	5.07	0.18	1.0	1.0	1.0
chr6	35213966	35214411	446	*	4.48	4.59	4.36	0.23	1.0	1.0	1.0
chr6	35449455	35449693	239	*	4.38	4.63	4.07	0.56	1.0	1.0	1.0
chr6	35486498	35487569	1072	*	4.84	4.86	4.83	0.03	1.0	1.0	1.0
chr6	35687278	35687858	581	*	3.51	3.66	3.33	0.33	1.0	1.0	1.0
chr6	37130056	37133217	3162	*	6.38	6.55	6.2	0.35	1.0	1.0	1.0
chr6	37133509	37136366	2858	*	6.75	6.87	6.61	0.25	1.0	1.0	1.0
chr6	37142739	37143317	579	*	2.7	3.11	2.12	0.99	1.0	1.0	1.0
chr6	37221990	37222773	784	*	4.29	4.49	4.05	0.44	1.0	1.0	1.0
chr6	37353287	37353954	668	*	3.43	3.66	3.17	0.48	1.0	1.0	1.0
chr6	38756310	38756872	563	*	2.44	3.24	0.5	2.74	1.0	1.0	1.0
chr6	39279069	39282533	3465	*	7.58	7.7	7.46	0.24	1.0	1.0	1.0
chr6	39309903	39310239	337	*	4.25	4.27	4.24	0.03	1.0	1.0	1.0
chr6	39347794	39348234	441	*	4.9	4.82	4.98	-0.16	1.0	1.0	1.0
chr6	39981060	39981334	275	*	2.95	2.31	3.39	-1.08	1.0	1.0	1.0
chr6	40853193	40853433	241	*	2.46	2.66	2.22	0.44	1.0	1.0	1.0
chr6	40894972	40895275	304	*	4.35	4.38	4.33	0.05	1.0	1.0	1.0
chr6	41360211	41361079	869	*	2.27	2.24	2.29	-0.04	1.0	1.0	1.0
chr6	41742631	41743343	713	*	3.41	3.45	3.37	0.09	1.0	1.0	1.0
chr6	42044162	42044675	514	*	5.49	5.47	5.51	-0.04	1.0	1.0	1.0
chr6	42098153	42099504	1352	*	5.88	5.9	5.86	0.04	1.0	1.0	1.0
chr6	42099978	42100867	890	*	5.02	5.05	4.98	0.07	1.0	1.0	1.0
chr6	42112456	42112961	506	*	2.63	3.05	2.04	1.01	1.0	1.0	1.0
chr6	42114821	42115414	594	*	3.86	3.69	4.02	-0.33	1.0	1.0	1.0
chr6	42116187	42121293	5107	*	8.5	8.59	8.41	0.18	1.0	1.0	1.0
chr6	42122955	42125145	2191	*	7.11	7.05	7.16	-0.1	1.0	1.0	1.0
chr6	42226064	42227620	1557	*	6.24	6.3	6.17	0.13	1.0	1.0	1.0
chr6	42898904	42899263	360	*	4.37	4.49	4.25	0.23	1.0	1.0	1.0
chr6	43803165	43804605	1441	*	4.89	5.03	4.73	0.3	1.0	1.0	1.0
chr6	45473407	45473834	428	*	3.49	3.2	3.73	-0.53	1.0	1.0	1.0
chr6	45476939	45477442	504	*	3.61	3.4	3.8	-0.4	1.0	1.0	1.0
chr6	45518303	45519014	712	*	3.28	3.08	3.46	-0.38	1.0	1.0	1.0
chr6	45519802	45521716	1915	*	5.19	5.35	5.02	0.33	1.0	1.0	1.0
chr6	45522401	45523950	1550	*	4.5	4.46	4.53	-0.08	1.0	1.0	1.0
chr6	45524825	45525721	897	*	5.22	5.42	4.98	0.44	1.0	1.0	1.0
chr6	45532095	45534385	2291	*	5.71	5.84	5.55	0.29	1.0	1.0	1.0
chr6	45538311	45539656	1346	*	3.61	4.07	2.92	1.16	1.0	1.0	1.0
chr6	45566048	45567530	1483	*	4.31	4.46	4.15	0.32	1.0	1.0	1.0
chr6	45568206	45568966	761	*	3.22	3.18	3.27	-0.09	1.0	1.0	1.0
chr6	45587092	45587812	721	*	4.21	4.54	3.78	0.76	1.0	1.0	1.0
chr6	45588414	45590116	1703	*	5.17	5.22	5.12	0.1	1.0	1.0	1.0
chr6	45590523	45590993	471	*	2.89	2.74	3.02	-0.29	1.0	1.0	1.0
chr6	45605972	45608649	2678	*	7.91	7.93	7.9	0.03	1.0	1.0	1.0
chr6	45930228	45930889	662	*	5.7	5.79	5.6	0.19	1.0	1.0	1.0
chr6	46055895	46057699	1805	*	2.75	2.85	2.64	0.2	1.0	1.0	1.0
chr6	46170471	46171030	560	*	4.47	4.47	4.46	0.01	1.0	1.0	1.0
chr6	46487787	46488887	1101	*	2.2	2.29	2.1	0.19	1.0	1.0	1.0
chr6	46652949	46653793	845	*	5.3	5.22	5.39	-0.17	1.0	1.0	1.0
chr6	47046766	47047518	753	*	4.18	4.34	4.0	0.34	1.0	1.0	1.0
chr6	47094743	47095622	880	*	4.08	4.18	3.98	0.2	1.0	1.0	1.0
chr6	47136506	47137246	741	*	3.2	-0.85	4.15	-5.0	1.0	1.0	1.0
chr6	47160105	47161757	1653	*	5.44	5.11	5.72	-0.61	1.0	1.0	1.0
chr6	47780845	47781306	462	*	4.43	4.42	4.43	0.0	1.0	1.0	1.0
chr6	48810252	48810791	540	*	2.49	2.92	1.87	1.05	1.0	1.0	1.0
chr6	51855130	51855661	532	*	4.47	4.59	4.34	0.25	1.0	1.0	1.0
chr6	52047191	52047865	675	*	4.1	3.92	4.26	-0.34	1.0	1.0	1.0
chr6	52138829	52139663	835	*	2.06	2.28	1.8	0.48	1.0	1.0	1.0
chr6	52263625	52263916	292	*	1.46	1.76	1.09	0.67	1.0	1.0	1.0
chr6	52325357	52326590	1234	*	4.37	4.47	4.26	0.21	1.0	1.0	1.0
chr6	52351781	52352531	751	*	5.18	5.32	5.03	0.29	1.0	1.0	1.0
chr6	53060590	53061320	731	*	4.68	4.83	4.5	0.33	1.0	1.0	1.0
chr6	53387107	53387757	651	*	2.01	1.89	2.12	-0.22	1.0	1.0	1.0
chr6	53612054	53612359	306	*	2.53	2.49	2.56	-0.07	1.0	1.0	1.0
chr6	53718727	53719169	443	*	4.78	4.76	4.8	-0.04	1.0	1.0	1.0
chr6	56851091	56851865	775	*	5.06	5.0	5.13	-0.13	1.0	1.0	1.0
chr6	56863697	56864050	354	*	3.02	2.75	3.26	-0.51	1.0	1.0	1.0
chr6	56865213	56865570	358	*	2.84	2.85	2.83	0.02	1.0	1.0	1.0
chr6	57316224	57317736	1513	*	7.06	7.12	7.01	0.11	1.0	1.0	1.0
chr6	57961162	57961854	693	*	5.35	5.48	5.22	0.26	1.0	1.0	1.0
chr6	65637863	65638458	596	*	3.56	3.71	3.39	0.32	1.0	1.0	1.0
chr6	70221055	70221311	257	*	3.92	4.03	3.79	0.24	1.0	1.0	1.0
chr6	71012937	71013438	502	*	3.75	3.75	3.75	0.0	1.0	1.0	1.0
chr6	71288340	71289969	1630	*	5.71	5.75	5.66	0.09	1.0	1.0	1.0
chr6	72412142	72412394	253	*	2.46	2.78	2.05	0.72	1.0	1.0	1.0
chr6	73732893	73733353	461	*	3.88	3.67	4.05	-0.38	1.0	1.0	1.0
chr6	73738904	73739539	636	*	4.75	5.08	4.32	0.76	1.0	1.0	1.0
chr6	73969778	73970393	616	*	4.81	4.85	4.77	0.08	1.0	1.0	1.0
chr6	74091159	74091741	583	*	4.53	4.59	4.46	0.13	1.0	1.0	1.0
chr6	75734974	75735448	475	*	3.19	2.83	3.48	-0.64	1.0	1.0	1.0
chr6	78646755	78647529	775	*	4.31	5.12	2.26	2.86	1.0	1.0	1.0
chr6	79075641	79076349	709	*	3.81	3.91	3.7	0.21	1.0	1.0	1.0
chr6	79569774	79570542	769	*	4.18	4.19	4.16	0.03	1.0	1.0	1.0
chr6	79601267	79602135	869	*	4.0	4.09	3.91	0.19	1.0	1.0	1.0
chr6	79605798	79608075	2278	*	5.41	5.21	5.59	-0.38	1.0	1.0	1.0
chr6	79949141	79949678	538	*	4.53	4.19	4.81	-0.62	1.0	1.0	1.0
chr6	80605390	80605667	278	*	3.21	3.32	3.09	0.23	1.0	1.0	1.0
chr6	81241693	81242073	381	*	3.17	3.13	3.2	-0.07	1.0	1.0	1.0
chr6	81814102	81816542	2441	*	5.21	5.26	5.16	0.1	1.0	1.0	1.0
chr6	82178167	82178399	233	*	2.63	2.81	2.42	0.38	1.0	1.0	1.0
chr6	82270871	82271155	285	*	4.12	4.19	4.05	0.14	1.0	1.0	1.0
chr6	84226799	84227510	712	*	3.82	4.11	3.46	0.64	1.0	1.0	1.0
chr6	85015414	85015707	294	*	3.72	3.81	3.63	0.18	1.0	1.0	1.0
chr6	85323412	85323891	480	*	5.23	5.36	5.08	0.28	1.0	1.0	1.0
chr6	86192225	86192487	263	*	2.86	2.65	3.04	-0.39	1.0	1.0	1.0
chr6	87151561	87152713	1153	*	6.26	6.3	6.21	0.08	1.0	1.0	1.0
chr6	87392993	87393439	447	*	4.56	4.57	4.56	0.01	1.0	1.0	1.0
chr6	87407795	87409377	1583	*	7.09	7.08	7.1	-0.01	1.0	1.0	1.0
chr6	87929802	87930154	353	*	5.24	5.24	5.24	0.0	1.0	1.0	1.0
chr6	89117270	89117941	672	*	4.24	3.94	4.49	-0.55	1.0	1.0	1.0
chr6	89281914	89282166	253	*	3.3	3.36	3.24	0.12	1.0	1.0	1.0
chr6	89297413	89298903	1491	*	6.39	6.46	6.31	0.16	1.0	1.0	1.0
chr6	90585774	90586864	1091	*	5.02	5.21	4.8	0.41	1.0	1.0	1.0
chr6	94129282	94129793	512	*	3.59	3.74	3.42	0.32	1.0	1.0	1.0
chr6	96836513	96837228	716	*	3.35	3.1	3.56	-0.46	1.0	1.0	1.0
chr6	97068305	97068598	294	*	3.34	3.36	3.32	0.04	1.0	1.0	1.0
chr6	97436899	97437542	644	*	4.15	4.18	4.12	0.05	1.0	1.0	1.0
chr6	98834027	98834685	659	*	3.58	3.9	3.16	0.73	1.0	1.0	1.0
chr6	99219785	99220062	278	*	4.33	4.47	4.17	0.3	1.0	1.0	1.0
chr6	99231667	99234463	2797	*	3.47	3.28	3.65	-0.37	1.0	1.0	1.0
chr6	99588965	99589500	536	*	3.95	3.99	3.91	0.09	1.0	1.0	1.0
chr6	99594051	99596079	2029	*	2.32	2.04	2.55	-0.5	1.0	1.0	1.0
chr6	99823413	99824310	898	*	4.48	4.24	4.68	-0.45	1.0	1.0	1.0
chr6	100001921	100002330	410	*	4.77	4.73	4.8	-0.07	1.0	1.0	1.0
chr6	104858792	104859958	1167	*	5.95	6.07	5.82	0.25	1.0	1.0	1.0
chr6	105431151	105431557	407	*	4.34	4.44	4.24	0.19	1.0	1.0	1.0
chr6	105780714	105781380	667	*	4.16	4.21	4.1	0.11	1.0	1.0	1.0
chr6	106545555	106546462	908	*	3.17	2.94	3.37	-0.44	1.0	1.0	1.0
chr6	106556417	106556671	255	*	3.85	3.88	3.82	0.06	1.0	1.0	1.0
chr6	106566584	106567045	462	*	4.44	4.37	4.51	-0.14	1.0	1.0	1.0
chr6	106858808	106861160	2353	*	6.59	6.86	6.27	0.59	1.0	1.0	1.0
chr6	106887342	106887990	649	*	3.55	3.37	3.72	-0.35	1.0	1.0	1.0
chr6	107895310	107896737	1428	*	5.19	5.14	5.23	-0.09	1.0	1.0	1.0
chr6	108526729	108527078	350	*	4.13	4.05	4.21	-0.16	1.0	1.0	1.0
chr6	109229725	109230440	716	*	5.37	5.3	5.43	-0.14	1.0	1.0	1.0
chr6	109230809	109232746	1938	*	4.79	5.02	4.52	0.5	1.0	1.0	1.0
chr6	109893700	109894522	823	*	3.89	3.97	3.8	0.16	1.0	1.0	1.0
chr6	110619363	110619741	379	*	2.85	3.08	2.59	0.49	1.0	1.0	1.0
chr6	110813414	110814770	1357	*	5.72	5.74	5.7	0.04	1.0	1.0	1.0
chr6	111255192	111255856	665	*	1.53	1.23	1.78	-0.55	1.0	1.0	1.0
chr6	111642599	111642921	323	*	3.69	3.78	3.59	0.19	1.0	1.0	1.0
chr6	113683510	113684701	1192	*	4.16	3.04	4.78	-1.74	1.0	1.0	1.0
chr6	116111843	116112360	518	*	4.28	4.2	4.36	-0.16	1.0	1.0	1.0
chr6	116276313	116276900	588	*	3.33	3.21	3.43	-0.22	1.0	1.0	1.0
chr6	116277344	116278126	783	*	4.38	4.26	4.5	-0.25	1.0	1.0	1.0
chr6	116287890	116288217	328	*	2.12	2.07	2.16	-0.09	1.0	1.0	1.0
chr6	118650472	118652342	1871	*	6.28	6.1	6.43	-0.33	1.0	1.0	1.0
chr6	121335239	121335899	661	*	3.39	3.64	3.08	0.56	1.0	1.0	1.0
chr6	122470575	122471457	883	*	4.48	4.67	4.26	0.4	1.0	1.0	1.0
chr6	122772199	122772863	665	*	4.5	4.5	4.51	-0.01	1.0	1.0	1.0
chr6	122773553	122774311	759	*	4.17	4.15	4.18	-0.03	1.0	1.0	1.0
chr6	122869507	122869773	267	*	5.08	5.18	4.96	0.22	1.0	1.0	1.0
chr6	123316693	123317117	425	*	3.41	3.2	3.6	-0.4	1.0	1.0	1.0
chr6	126339816	126341041	1226	*	5.05	4.81	5.25	-0.44	1.0	1.0	1.0
chr6	129598271	129598538	268	*	4.12	3.5	4.55	-1.05	1.0	1.0	1.0
chr6	129621303	129621554	252	*	2.92	2.57	3.19	-0.62	1.0	1.0	1.0
chr6	130020178	130021191	1014	*	4.72	4.54	4.87	-0.33	1.0	1.0	1.0
chr6	132768086	132768496	411	*	3.87	3.54	4.14	-0.59	1.0	1.0	1.0
chr6	134111193	134111577	385	*	2.93	3.35	2.34	1.01	1.0	1.0	1.0
chr6	134123590	134124198	609	*	4.55	4.9	4.08	0.82	1.0	1.0	1.0
chr6	135231859	135232496	638	*	3.86	3.75	3.97	-0.22	1.0	1.0	1.0
chr6	136963524	136964174	651	*	1.79	2.63	-0.46	3.09	1.0	1.0	1.0
chr6	136964913	136966050	1138	*	3.71	3.78	3.64	0.14	1.0	1.0	1.0
chr6	137023460	137024222	763	*	4.43	4.13	4.69	-0.56	1.0	1.0	1.0
chr6	137027322	137028453	1132	*	5.09	4.86	5.29	-0.42	1.0	1.0	1.0
chr6	137035902	137037067	1166	*	3.66	3.78	3.52	0.26	1.0	1.0	1.0
chr6	137118615	137119364	750	*	3.23	2.52	3.71	-1.19	1.0	1.0	1.0
chr6	137649199	137649778	580	*	4.59	4.38	4.77	-0.39	1.0	1.0	1.0
chr6	137867584	137869879	2296	*	6.06	5.13	6.62	-1.49	1.0	1.0	1.0
chr6	138007052	138007354	303	*	3.58	3.48	3.67	-0.19	1.0	1.0	1.0
chr6	138163184	138163748	565	*	3.07	2.89	3.23	-0.34	1.0	1.0	1.0
chr6	138816493	138816975	483	*	2.85	2.47	3.15	-0.68	1.0	1.0	1.0
chr6	138818113	138820120	2008	*	6.04	5.46	6.46	-0.99	1.0	1.0	1.0
chr6	138986052	138986757	706	*	4.74	4.22	5.12	-0.91	1.0	1.0	1.0
chr6	142148333	142148660	328	*	2.72	2.84	2.59	0.25	1.0	1.0	1.0
chr6	143427268	143427599	332	*	3.12	2.85	3.35	-0.51	1.0	1.0	1.0
chr6	144094131	144094640	510	*	3.02	2.9	3.12	-0.22	1.0	1.0	1.0
chr6	147508319	147509414	1096	*	5.24	4.93	5.5	-0.57	1.0	1.0	1.0
chr6	148190416	148191474	1059	*	3.96	2.78	4.6	-1.82	1.0	1.0	1.0
chr6	148306310	148307461	1152	*	5.03	4.64	5.34	-0.7	1.0	1.0	1.0
chr6	149131002	149132406	1405	*	5.28	4.89	5.59	-0.7	1.0	1.0	1.0
chr6	149132701	149133435	735	*	3.38	2.97	3.71	-0.74	1.0	1.0	1.0
chr6	150669338	150669751	414	*	1.39	-0.06	2.1	-2.16	1.0	1.0	1.0
chr6	151324288	151324650	363	*	4.85	4.68	5.01	-0.34	1.0	1.0	1.0
chr6	151325389	151325835	447	*	3.58	3.47	3.68	-0.21	1.0	1.0	1.0
chr6	151648016	151648391	376	*	3.83	3.82	3.84	-0.02	1.0	1.0	1.0
chr6	153231030	153231288	259	*	2.47	1.83	2.92	-1.09	1.0	1.0	1.0
chr6	156421284	156422027	744	*	4.13	3.87	4.35	-0.47	1.0	1.0	1.0
chr6	157952234	157954183	1950	*	5.58	5.51	5.65	-0.14	1.0	1.0	1.0
chr6	158031035	158031572	538	*	4.06	3.65	4.38	-0.73	1.0	1.0	1.0
chr6	158067987	158069830	1844	*	5.52	4.96	5.92	-0.96	1.0	1.0	1.0
chr6	158072170	158072699	530	*	4.71	4.63	4.78	-0.15	1.0	1.0	1.0
chr6	158773332	158775124	1793	*	5.44	5.7	5.12	0.58	1.0	1.0	1.0
chr6	158906715	158907676	962	*	3.18	3.33	3.02	0.3	1.0	1.0	1.0
chr6	159104160	159104685	526	*	3.74	3.24	4.11	-0.87	1.0	1.0	1.0
chr6	160103438	160103711	274	*	3.09	2.47	3.52	-1.05	1.0	1.0	1.0
chr6	160238026	160240150	2125	*	5.08	5.56	4.38	1.18	1.0	1.0	1.0
chr6	161748898	161749201	304	*	3.29	3.4	3.16	0.24	1.0	1.0	1.0
chr6	161922886	161923169	284	*	3.9	3.44	4.25	-0.81	1.0	1.0	1.0
chr6	162905564	162906789	1226	*	1.51	0.71	2.02	-1.3	1.0	1.0	1.0
chr6	165660807	165661624	818	*	4.71	5.09	4.21	0.88	1.0	1.0	1.0
chr6	167907900	167908365	466	*	3.8	3.95	3.63	0.32	1.0	1.0	1.0
chr6	168008083	168008502	420	*	3.03	2.78	3.25	-0.46	1.0	1.0	1.0
chr6	168355680	168356378	699	*	5.64	5.72	5.54	0.18	1.0	1.0	1.0
chr6	170554907	170555750	844	*	4.86	4.94	4.77	0.18	1.0	1.0	1.0
